base_date,airport,airport_-1day,airport_-2day,총관광객,내국인,tourist_-1day,tourist_-2day,base_day,fri,mon,sat,sun,thu,tue,wed,평균기온,강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),weekend,holiday,holiandweekend,std_airport,month,01,02,03,04,05,06,07,08,09,10,11,12,관광지하차관광객(y)
20190308,3248,4098,3815,38765,34746,35602,29319,fri,1,0,0,0,0,0,0,8.5,0.0,0.0,2.8,1.7,0,0,0,-1.1717211262056273,03,0,0,1,0,0,0,0,0,0,0,0,0,2439
20190309,3005,3248,4098,37383,33002,38765,35602,sat,0,0,1,0,0,0,0,11.6,9.22,9.0,6.6,2.5,1,0,1,-1.3729265481353672,03,0,0,1,0,0,0,0,0,0,0,0,0,2065
20190310,4092,3005,3248,34337,31119,37383,38765,sun,0,0,0,1,0,0,0,10.7,15.78,22.1,8.1,4.1,1,0,1,-0.4728841874866955,03,0,0,1,0,0,0,0,0,0,0,0,0,1427
20190311,4171,4092,3005,34769,30774,34337,37383,mon,0,1,0,0,0,0,0,10.0,1.45,1.2,9.3,4.2,0,0,0,-0.407471725213241,03,0,0,1,0,0,0,0,0,0,0,0,0,2359
20190312,3707,4171,4092,32781,28638,34769,34337,tue,0,0,0,0,0,1,0,10.7,0.0,0.0,8.8,5.4,0,0,0,-0.7916664403383409,03,0,0,1,0,0,0,0,0,0,0,0,0,2755
20190313,3954,3707,4171,31672,28072,32781,34769,wed,0,0,0,0,0,0,1,8.4,0.0,0.0,7.3,4.9,0,0,0,-0.5871489950023502,03,0,0,1,0,0,0,0,0,0,0,0,0,2699
20190314,3757,3954,3707,36805,32855,31672,32781,thu,0,0,0,0,1,0,0,10.0,0.0,0.0,5.2,3.0,0,0,0,-0.7502661477602052,03,0,0,1,0,0,0,0,0,0,0,0,0,2516
20190315,3053,3757,3954,39531,35472,36805,31672,fri,1,0,0,0,0,0,0,10.2,0.57,0.0,9.6,5.1,0,0,0,-1.3331822672603568,03,0,0,1,0,0,0,0,0,0,0,0,0,2246
20190316,3148,3053,3757,40036,35791,39531,36805,sat,0,0,1,0,0,0,0,10.1,0.0,0.0,6.8,4.1,1,0,1,-1.2545217113618987,03,0,0,1,0,0,0,0,0,0,0,0,0,2299
20190317,4624,3148,3053,38697,34692,40036,39531,sun,0,0,0,1,0,0,0,11.2,0.0,0.0,6.4,2.8,1,0,1,-0.03238507445533091,03,0,0,1,0,0,0,0,0,0,0,0,0,2194
20190318,4091,4624,3148,37171,32970,38697,40036,mon,0,1,0,0,0,0,0,10.7,6.9,1.9,4.9,1.9,0,0,0,-0.4737121933382582,03,0,0,1,0,0,0,0,0,0,0,0,0,2190
20190319,3762,4091,4624,34282,30350,37171,38697,tue,0,0,0,0,0,1,0,12.3,0.0,0.0,5.2,2.3,0,0,0,-0.7461261185023915,03,0,0,1,0,0,0,0,0,0,0,0,0,2363
20190320,3407,3762,4091,26842,24898,34282,37171,wed,0,0,0,0,0,0,1,16.3,3.8,1.7,14.3,4.0,0,0,0,-1.0400681958071556,03,0,0,1,0,0,0,0,0,0,0,0,0,2281
20190321,3717,3407,3762,42740,38338,26842,34282,thu,0,0,0,0,1,0,0,10.7,0.0,0.0,9.7,4.9,0,0,0,-0.7833863818227138,03,0,0,1,0,0,0,0,0,0,0,0,0,2232
20190322,3209,3717,3407,42372,38067,42740,26842,fri,1,0,0,0,0,0,0,7.8,0.0,0.0,5.6,3.7,0,0,0,-1.2040133544165732,03,0,0,1,0,0,0,0,0,0,0,0,0,2163
20190323,3072,3209,3717,42440,37392,42372,42740,sat,0,0,1,0,0,0,0,8.5,0.0,0.0,8.8,4.8,1,0,1,-1.3174501560806653,03,0,0,1,0,0,0,0,0,0,0,0,0,2251
20190324,4643,3072,3209,39850,36050,42440,42372,sun,0,0,0,1,0,0,0,7.5,0.0,0.0,5.1,2.8,1,0,1,-0.01665296327563932,03,0,0,1,0,0,0,0,0,0,0,0,0,2240
20190325,3851,4643,3072,41353,36794,39850,42440,mon,0,1,0,0,0,0,0,9.9,0.0,0.0,5.3,2.2,0,0,0,-0.6724335977133099,03,0,0,1,0,0,0,0,0,0,0,0,0,2538
20190326,3993,3851,4643,39397,34831,41353,39850,tue,0,0,0,0,0,1,0,14.2,0.0,0.0,7.2,3.6,0,0,0,-0.5548567667914043,03,0,0,1,0,0,0,0,0,0,0,0,0,3219
20190327,4061,3993,3851,38977,35316,39397,41353,wed,0,0,0,0,0,0,1,16.4,0.0,0.0,6.2,2.8,0,0,0,-0.49855236888513965,03,0,0,1,0,0,0,0,0,0,0,0,0,2979
20190328,4515,4061,3993,42208,35489,38977,39397,thu,0,0,0,0,1,0,0,14.6,0.0,0.0,5.2,2.5,0,0,0,-0.12263771227566689,03,0,0,1,0,0,0,0,0,0,0,0,0,3090
20190329,4341,4515,4061,42321,37968,42208,38977,fri,1,0,0,0,0,0,0,13.9,0.0,0.0,4.3,2.0,0,0,0,-0.26671073044757937,03,0,0,1,0,0,0,0,0,0,0,0,0,3034
20190330,4188,4341,4515,42713,38146,42321,42208,sat,0,0,1,0,0,0,0,11.0,0.05,0.0,8.8,4.7,1,0,1,-0.3933956257366748,03,0,0,1,0,0,0,0,0,0,0,0,0,2868
20190331,6673,4188,4341,38536,34383,42713,42321,sun,0,0,0,1,0,0,0,8.4,0.0,0.0,9.2,6.5,1,0,1,1.664198915396673,03,0,0,1,0,0,0,0,0,0,0,0,0,2875
20190401,5115,6673,4188,40789,36056,38536,42713,mon,0,1,0,0,0,0,0,10.5,0.0,0.0,6.4,4.6,0,0,0,0.37416579866196237,04,0,0,0,1,0,0,0,0,0,0,0,0,2775
20190402,4756,5115,6673,39555,35735,40789,38536,tue,0,0,0,0,0,1,0,10.6,0.0,0.0,6.0,3.0,0,0,0,0.07691169795094752,04,0,0,0,1,0,0,0,0,0,0,0,0,3016
20190403,5017,4756,5115,40565,36359,39555,40789,wed,0,0,0,0,0,0,1,10.5,0.0,0.0,4.2,2.5,0,0,0,0.29302122520881624,04,0,0,0,1,0,0,0,0,0,0,0,0,3241
20190404,5093,5017,4756,41945,37459,40565,39555,thu,0,0,0,0,1,0,0,11.3,0.0,0.0,6.3,3.0,0,0,0,0.3559496699275826,04,0,0,0,1,0,0,0,0,0,0,0,0,3147
20190405,4321,5093,5017,47600,40087,41945,40565,fri,1,0,0,0,0,0,0,14.5,0.0,0.0,6.3,4.0,0,0,0,-0.2832708474788337,04,0,0,0,1,0,0,0,0,0,0,0,0,3142
20190406,4071,4321,5093,43855,39122,47600,41945,sat,0,0,1,0,0,0,0,15.0,0.0,0.0,5.4,2.1,1,0,1,-0.4902723103695125,04,0,0,0,1,0,0,0,0,0,0,0,0,3098
20190407,6060,4071,4321,41462,35587,43855,47600,sun,0,0,0,1,0,0,0,16.4,1.62,2.7,7.6,2.4,1,0,1,1.1566313283887284,04,0,0,0,1,0,0,0,0,0,0,0,0,2553
20190408,5211,6060,4071,41938,37650,41462,43855,mon,0,1,0,0,0,0,0,14.8,0.0,0.0,3.7,1.6,0,0,0,0.45365436041198304,04,0,0,0,1,0,0,0,0,0,0,0,0,2854
20190409,4437,5211,6060,31036,27880,41938,41462,tue,0,0,0,0,0,1,0,15.0,5.13,6.0,9.6,5.2,0,0,0,-0.1872221686975587,04,0,0,0,1,0,0,0,0,0,0,0,0,2433
20190410,5639,4437,5211,47197,40994,31036,41938,wed,0,0,0,0,0,0,1,10.4,9.73,6.7,7.6,4.0,0,0,0,0.8080408648808252,04,0,0,0,1,0,0,0,0,0,0,0,0,2778
20190411,4711,5639,4437,43986,39864,47197,31036,thu,0,0,0,0,1,0,0,11.6,0.9,0.0,5.8,2.4,0,0,0,0.03965143463062533,04,0,0,0,1,0,0,0,0,0,0,0,0,3353
20190412,4241,4711,5639,44903,40257,43986,47197,fri,1,0,0,0,0,0,0,12.7,0.67,0.0,4.1,2.2,0,0,0,-0.3495113156038509,04,0,0,0,1,0,0,0,0,0,0,0,0,3220
20190413,4054,4241,4711,45553,40912,44903,43986,sat,0,0,1,0,0,0,0,13.7,0.0,0.0,4.8,2.0,1,0,1,-0.5043484098460786,04,0,0,0,1,0,0,0,0,0,0,0,0,3087
20190414,6015,4054,4241,39312,35721,45553,44903,sun,0,0,0,1,0,0,0,13.6,0.0,0.0,6.3,2.5,1,0,1,1.1193710650684061,04,0,0,0,1,0,0,0,0,0,0,0,0,2585
20190415,5530,6015,4054,42577,37486,39312,45553,mon,0,1,0,0,0,0,0,13.0,0.0,0.0,4.2,2.1,0,0,0,0.7177882270604892,04,0,0,0,1,0,0,0,0,0,0,0,0,3345
20190416,4873,5530,6015,39366,34581,42577,39312,tue,0,0,0,0,0,1,0,16.8,0.0,0.0,5.6,2.0,0,0,0,0.1737883825837852,04,0,0,0,1,0,0,0,0,0,0,0,0,3745
20190417,5246,4873,5530,41260,37106,39366,42577,wed,0,0,0,0,0,0,1,15.8,0.0,0.0,7.3,2.9,0,0,0,0.4826345652166781,04,0,0,0,1,0,0,0,0,0,0,0,0,3511
20190418,5068,5246,4873,43847,39433,41260,39366,thu,0,0,0,0,1,0,0,16.7,0.0,0.0,5.4,2.2,0,0,0,0.33524952363851473,04,0,0,0,1,0,0,0,0,0,0,0,0,3801
20190419,4243,5068,5246,44322,39616,43847,41260,fri,1,0,0,0,0,0,0,16.8,0.0,0.0,7.4,3.1,0,0,0,-0.3478553039007255,04,0,0,0,1,0,0,0,0,0,0,0,0,3405
20190420,4274,4243,5068,47414,40689,44322,43847,sat,0,0,1,0,0,0,0,17.1,0.0,0.0,7.1,3.1,1,0,1,-0.3221871225022813,04,0,0,0,1,0,0,0,0,0,0,0,0,3211
20190421,6413,4274,4243,41395,36409,47414,44322,sun,0,0,0,1,0,0,0,18.5,0.0,0.0,4.8,1.7,1,0,1,1.448917393990367,04,0,0,0,1,0,0,0,0,0,0,0,0,2939
20190422,5378,6413,4274,42915,38247,41395,47414,mon,0,1,0,0,0,0,0,19.3,0.0,0.0,8.3,3.4,0,0,0,0.5919313376229565,04,0,0,0,1,0,0,0,0,0,0,0,0,3330
20190423,5011,5378,6413,40033,35922,42915,41395,tue,0,0,0,0,0,1,0,19.1,7.25,18.7,8.4,3.7,0,0,0,0.2880531900994399,04,0,0,0,1,0,0,0,0,0,0,0,0,2990
20190424,5410,5011,5378,43933,39408,40033,42915,wed,0,0,0,0,0,0,1,18.0,0.0,0.0,7.7,3.6,0,0,0,0.6184275248729634,04,0,0,0,1,0,0,0,0,0,0,0,0,3679
20190425,5273,5410,5011,44243,39816,43933,40033,thu,0,0,0,0,1,0,0,15.8,0.0,0.0,4.1,2.2,0,0,0,0.5049907232088714,04,0,0,0,1,0,0,0,0,0,0,0,0,3905
20190426,4588,5273,5410,47034,42209,44243,43933,fri,1,0,0,0,0,0,0,12.2,3.37,0.3,6.2,4.3,0,0,0,-0.06219328511158866,04,0,0,0,1,0,0,0,0,0,0,0,0,3847
20190427,4731,4588,5273,49357,43078,47034,44243,sat,0,0,1,0,0,0,0,14.0,0.0,0.0,7.4,3.8,1,0,1,0.05621155166187963,04,0,0,0,1,0,0,0,0,0,0,0,0,3869
20190428,6485,4731,4588,44370,39894,49357,47034,sun,0,0,0,1,0,0,0,15.0,2.88,0.1,7.0,2.9,1,0,1,1.5085338153028824,04,0,0,0,1,0,0,0,0,0,0,0,0,3306
20190429,6295,6485,4731,44669,39597,44370,49357,mon,0,1,0,0,0,0,0,16.1,15.45,10.5,7.7,3.7,0,0,0,1.3512127035059665,04,0,0,0,1,0,0,0,0,0,0,0,0,3373
20190430,5495,6295,6485,44466,39732,44669,44370,tue,0,0,0,0,0,1,0,15.6,7.87,1.4,4.9,2.3,0,0,0,0.6888080222557942,04,0,0,0,1,0,0,0,0,0,0,0,0,4348
20190501,4793,5495,6295,45894,41205,44466,44669,wed,0,0,0,0,0,0,1,14.7,0.0,0.0,6.2,3.5,0,0,0,0.10754791445876799,05,0,0,0,0,1,0,0,0,0,0,0,0,4569
20190502,6324,4793,5495,43906,39020,45894,44466,thu,0,0,0,0,1,0,0,17.2,0.0,0.0,5.2,3.2,0,0,0,1.3752248732012853,05,0,0,0,0,1,0,0,0,0,0,0,0,5021
20190503,4812,6324,4793,46976,42354,43906,45894,fri,1,0,0,0,0,0,0,18.9,0.0,0.0,4.6,2.6,0,0,0,0.12328002563845958,05,0,0,0,0,1,0,0,0,0,0,0,0,4637
20190504,3954,4812,6324,51311,46775,46976,43906,sat,0,0,1,0,0,0,0,19.2,0.0,0.0,2.8,1.4,1,0,1,-0.5871489950023502,05,0,0,0,0,1,0,0,0,0,0,0,0,4205
20190505,4888,3954,4812,37964,34142,51311,46976,sun,0,0,0,1,0,0,0,19.0,0.0,0.0,4.3,2.0,1,1,1,0.18620847035722596,05,0,0,0,0,1,0,0,0,0,0,0,0,3647
20190506,7517,4888,3954,38401,33949,37964,51311,mon,0,1,0,0,0,0,0,15.9,0.0,0.0,6.0,3.2,0,0,0,2.363035854115605,05,0,0,0,0,1,0,0,0,0,0,0,0,3177
20190507,5368,7517,4888,38471,34244,38401,37964,tue,0,0,0,0,0,1,0,15.6,0.0,0.0,4.1,2.6,0,0,0,0.5836512791073293,05,0,0,0,0,1,0,0,0,0,0,0,0,3663
20190508,5099,5368,7517,40905,35626,38471,38401,wed,0,0,0,0,0,0,1,16.3,0.0,0.0,3.9,1.8,0,0,0,0.3609177050369589,05,0,0,0,0,1,0,0,0,0,0,0,0,3891
20190509,5048,5099,5368,40779,36860,40905,38471,thu,0,0,0,0,1,0,0,17.4,0.0,0.0,3.6,2.0,0,0,0,0.3186894066072604,05,0,0,0,0,1,0,0,0,0,0,0,0,3874
20190510,4668,5048,5099,41295,36670,40779,40905,fri,1,0,0,0,0,0,0,17.6,0.0,0.0,3.3,1.8,0,0,0,0.004047183013428566,05,0,0,0,0,1,0,0,0,0,0,0,0,3594
20190511,4379,4668,5048,43005,38516,41295,40779,sat,0,0,1,0,0,0,0,18.5,0.0,0.0,3.9,2.1,1,0,1,-0.23524650808819617,05,0,0,0,0,1,0,0,0,0,0,0,0,3610
20190512,6288,4379,4668,38744,34591,43005,41295,sun,0,0,0,1,0,0,0,18.7,0.0,0.0,6.1,2.0,1,1,1,1.3454166625450275,05,0,0,0,0,1,0,0,0,0,0,0,0,3442
20190513,4909,6288,4379,44466,39888,38744,43005,mon,0,1,0,0,0,0,0,20.1,0.03,0.0,6.1,2.2,0,0,0,0.20359659324004298,05,0,0,0,0,1,0,0,0,0,0,0,0,3418
20190514,5320,4909,6288,42799,37445,44466,38744,tue,0,0,0,0,0,1,0,20.5,0.05,0.0,6.6,2.7,0,0,0,0.543906998232319,05,0,0,0,0,1,0,0,0,0,0,0,0,3733
20190515,5417,5320,4909,48566,40342,42799,44466,wed,0,0,0,0,0,0,1,21.2,0.0,0.0,7.8,2.9,0,0,0,0.6242235658339024,05,0,0,0,0,1,0,0,0,0,0,0,0,3716
20190516,5627,5417,5320,44058,39881,48566,42799,thu,0,0,0,0,1,0,0,23.2,0.0,0.0,6.7,2.4,0,0,0,0.7981047946620726,05,0,0,0,0,1,0,0,0,0,0,0,0,3956
20190517,4765,5627,5417,42353,38146,44058,48566,fri,1,0,0,0,0,0,0,21.2,10.68,12.0,7.9,3.6,0,0,0,0.08436375061501196,05,0,0,0,0,1,0,0,0,0,0,0,0,3645
20190518,4050,4765,5627,41325,36703,42353,44058,sat,0,0,1,0,0,0,0,20.6,22.07,19.6,11.3,5.6,1,0,1,-0.5076604332523296,05,0,0,0,0,1,0,0,0,0,0,0,0,2797
20190519,5875,4050,4765,40934,36378,41325,42353,sun,0,0,0,1,0,0,0,21.4,0.7,0.0,7.3,4.6,1,0,1,1.003450245849626,05,0,0,0,0,1,0,0,0,0,0,0,0,2883
20190520,5401,5875,4050,45207,40497,40934,41325,mon,0,1,0,0,0,0,0,17.3,1.95,0.8,6.6,4.0,0,0,0,0.6109754722088989,05,0,0,0,0,1,0,0,0,0,0,0,0,3242
20190521,5407,5401,5875,40550,36678,45207,40934,tue,0,0,0,0,0,1,0,19.2,0.0,0.0,6.5,3.5,0,0,0,0.6159435073182752,05,0,0,0,0,1,0,0,0,0,0,0,0,4007
20190522,5324,5407,5401,43424,38869,40550,45207,wed,0,0,0,0,0,0,1,23.4,0.0,0.0,7.2,4.1,0,0,0,0.5472190216385698,05,0,0,0,0,1,0,0,0,0,0,0,0,3912
20190523,5200,5324,5407,42669,38092,43424,40550,thu,0,0,0,0,1,0,0,26.2,0.0,0.0,7.9,4.7,0,0,0,0.4445462960447931,05,0,0,0,0,1,0,0,0,0,0,0,0,4292
20190524,4935,5200,5324,44001,38636,42669,43424,fri,1,0,0,0,0,0,0,28.4,0.0,0.0,8.0,4.9,0,0,0,0.22512474538067356,05,0,0,0,0,1,0,0,0,0,0,0,0,4095
20190525,4466,4935,5200,45115,39962,44001,42669,sat,0,0,1,0,0,0,0,23.3,0.0,0.0,6.0,2.6,1,0,1,-0.16320999900223995,05,0,0,0,0,1,0,0,0,0,0,0,0,3964
20190526,6151,4466,4935,40585,35844,45115,44001,sun,0,0,0,1,0,0,0,23.1,0.83,0.0,5.3,2.1,1,0,1,1.2319798608809356,05,0,0,0,0,1,0,0,0,0,0,0,0,3449
20190527,4982,6151,4466,38717,33634,40585,45115,mon,0,1,0,0,0,0,0,20.7,12.72,9.8,11.2,4.5,0,0,0,0.2640410204041212,05,0,0,0,0,1,0,0,0,0,0,0,0,2382
20190528,5304,4982,6151,41916,37468,38717,40585,tue,0,0,0,0,0,1,0,18.9,0.0,0.0,4.8,2.6,0,0,0,0.5306589046073156,05,0,0,0,0,1,0,0,0,0,0,0,0,4237
20190529,5322,5304,4982,42573,37825,41916,38717,wed,0,0,0,0,0,0,1,22.3,0.0,0.0,5.0,2.8,0,0,0,0.5455630099354444,05,0,0,0,0,1,0,0,0,0,0,0,0,4157
20190530,5458,5322,5304,40376,35452,42573,41916,thu,0,0,0,0,1,0,0,21.7,1.8,0.0,4.3,1.8,0,0,0,0.6581718057479737,05,0,0,0,0,1,0,0,0,0,0,0,0,4392
20190531,4580,5458,5322,42044,37154,40376,42573,fri,1,0,0,0,0,0,0,17.9,6.9,0.6,6.8,2.9,0,0,0,-0.06881733192409038,05,0,0,0,0,1,0,0,0,0,0,0,0,3744
20190601,4519,4580,5458,47522,42492,42044,40376,sat,0,0,1,0,0,0,0,19.0,0.0,0.0,5.1,2.0,1,0,1,-0.11932568886941602,06,0,0,0,0,0,1,0,0,0,0,0,0,4133
20190602,6128,4519,4580,44180,39317,47522,42044,sun,0,0,0,1,0,0,0,20.1,0.0,0.0,4.0,1.8,1,0,1,1.212935726294993,06,0,0,0,0,0,1,0,0,0,0,0,0,3684
20190603,5750,6128,4519,45733,40796,44180,47522,mon,0,1,0,0,0,0,0,20.9,0.0,0.0,3.4,1.7,0,0,0,0.8999495144042866,06,0,0,0,0,0,1,0,0,0,0,0,0,3939
20190604,5872,5750,6128,44686,40162,45733,44180,tue,0,0,0,0,0,1,0,22.8,0.0,0.0,6.1,2.7,0,0,0,1.0009662282949379,06,0,0,0,0,0,1,0,0,0,0,0,0,4358
20190605,4673,5872,5750,48122,42719,44686,45733,wed,0,0,0,0,0,0,1,22.5,0.0,0.0,3.7,1.7,0,0,0,0.008187212271242143,06,0,0,0,0,0,1,0,0,0,0,0,0,4365
20190606,3348,4673,5872,52928,46056,48122,44686,thu,0,0,0,0,1,0,0,23.6,6.07,13.3,11.4,3.2,0,1,1,-1.0889205410493557,06,0,0,0,0,0,1,0,0,0,0,0,0,3458
20190607,5092,3348,4673,37556,31943,52928,48122,fri,1,0,0,0,0,0,0,19.6,0.0,0.0,10.2,6.1,0,0,0,0.35512166407601986,06,0,0,0,0,0,1,0,0,0,0,0,0,3416
20190608,4355,5092,3348,39207,34239,37556,52928,sat,0,0,1,0,0,0,0,19.9,1.03,0.2,6.0,2.7,1,0,1,-0.2551186485257014,06,0,0,0,0,0,1,0,0,0,0,0,0,3781
20190609,6859,4355,5092,43047,38677,39207,37556,sun,0,0,0,1,0,0,0,20.2,0.0,0.0,7.0,3.1,1,0,1,1.818208003787338,06,0,0,0,0,0,1,0,0,0,0,0,0,4116
20190610,5371,6859,4355,43924,39073,43047,39207,mon,0,1,0,0,0,0,0,20.2,0.0,0.0,7.2,3.2,0,0,0,0.5861352966620175,06,0,0,0,0,0,1,0,0,0,0,0,0,3974
20190611,5074,5371,6859,41364,36825,43924,43047,tue,0,0,0,0,0,1,0,20.2,0.05,0.0,5.8,2.7,0,0,0,0.340217558747891,06,0,0,0,0,0,1,0,0,0,0,0,0,4067
20190612,5105,5074,5371,42527,37804,41364,43924,wed,0,0,0,0,0,0,1,19.9,0.0,0.0,4.8,2.1,0,0,0,0.3658857401463352,06,0,0,0,0,0,1,0,0,0,0,0,0,3857
20190613,5314,5105,5074,45581,40364,42527,41364,thu,0,0,0,0,1,0,0,21.9,0.0,0.0,7.2,2.6,0,0,0,0.5389389631229426,06,0,0,0,0,0,1,0,0,0,0,0,0,4310
20190614,4126,5314,5105,44813,39720,45581,42527,fri,1,0,0,0,0,0,0,19.4,19.08,43.5,6.8,2.9,0,0,0,-0.44473198853356316,06,0,0,0,0,0,1,0,0,0,0,0,0,3130
20190615,4308,4126,5314,46478,41102,44813,45581,sat,0,0,1,0,0,0,0,20.1,0.48,0.3,6.6,3.7,1,0,1,-0.29403492354914895,06,0,0,0,0,0,1,0,0,0,0,0,0,3586
20190616,6195,4308,4126,42550,37736,46478,44813,sun,0,0,0,1,0,0,0,20.6,0.0,0.0,5.1,3.5,1,0,1,1.268412118349695,06,0,0,0,0,0,1,0,0,0,0,0,0,3318
20190617,5771,6195,4308,43870,38428,42550,46478,mon,0,1,0,0,0,0,0,20.8,0.0,0.0,3.2,1.7,0,0,0,0.9173376372871036,06,0,0,0,0,0,1,0,0,0,0,0,0,3765
20190618,5423,5771,6195,40548,35449,43870,42550,tue,0,0,0,0,0,1,0,21.6,6.63,1.0,4.2,1.6,0,0,0,0.6291916009432786,06,0,0,0,0,0,1,0,0,0,0,0,0,4105
20190619,6047,5423,5771,43711,37025,40548,43870,wed,0,0,0,0,0,0,1,21.7,0.0,0.0,5.6,2.5,0,0,0,1.145867252318413,06,0,0,0,0,0,1,0,0,0,0,0,0,4810
20190620,5537,6047,5423,44695,39600,43711,40548,thu,0,0,0,0,1,0,0,22.0,0.0,0.0,2.8,1.5,0,0,0,0.7235842680214283,06,0,0,0,0,0,1,0,0,0,0,0,0,4736
20190621,4906,5537,6047,45017,39884,44695,43711,fri,1,0,0,0,0,0,0,22.6,0.0,0.0,3.4,1.8,0,0,0,0.20111257568535482,06,0,0,0,0,0,1,0,0,0,0,0,0,4486
20190622,5048,4906,5537,45824,40320,45017,44695,sat,0,0,1,0,0,0,0,22.1,0.0,0.0,7.2,2.9,1,0,1,0.3186894066072604,06,0,0,0,0,0,1,0,0,0,0,0,0,3824
20190623,7097,5048,4906,44735,39911,45824,45017,sun,0,0,0,1,0,0,0,21.1,0.0,0.0,6.1,2.8,1,0,1,2.015273396459264,06,0,0,0,0,0,1,0,0,0,0,0,0,4219
20190624,7336,7097,5048,45679,40507,44735,45824,mon,0,1,0,0,0,0,0,21.6,0.0,0.0,6.1,2.2,0,0,0,2.213166794982753,06,0,0,0,0,0,1,0,0,0,0,0,0,5489
20190625,6851,7336,7097,41763,36887,45679,44735,tue,0,0,0,0,0,1,0,24.2,0.0,0.0,6.0,3.3,0,0,0,1.8115839569748362,06,0,0,0,0,0,1,0,0,0,0,0,0,6892
20190626,6308,6851,7336,40040,35170,41763,45679,wed,0,0,0,0,0,0,1,22.1,16.23,85.1,5.3,2.3,0,0,0,1.3619767795762818,06,0,0,0,0,0,1,0,0,0,0,0,0,4963
20190627,5686,6308,6851,40949,35451,40040,41763,thu,0,0,0,0,1,0,0,23.1,2.12,0.0,5.0,2.9,0,0,0,0.8469571399042728,06,0,0,0,0,0,1,0,0,0,0,0,0,6133
20190628,4802,5686,6308,38730,33781,40949,40040,fri,1,0,0,0,0,0,0,23.5,0.0,0.0,3.6,1.8,0,0,0,0.11499996712283243,06,0,0,0,0,0,1,0,0,0,0,0,0,5385
20190629,4116,4802,5686,36881,31840,38730,40949,sat,0,0,1,0,0,0,0,25.2,4.98,2.0,11.4,3.5,1,0,1,-0.45301204704919035,06,0,0,0,0,0,1,0,0,0,0,0,0,3154
20190630,6276,4116,4802,39653,34563,36881,38730,sun,0,0,0,1,0,0,0,23.4,4.48,0.4,5.1,2.5,1,0,1,1.335480592326275,06,0,0,0,0,0,1,0,0,0,0,0,0,3401
20190701,6856,6276,4116,41396,36296,39653,36881,mon,0,1,0,0,0,0,0,23.4,5.73,1.9,3.7,1.4,0,0,0,1.8157239862326497,07,0,0,0,0,0,0,1,0,0,0,0,0,4097
20190702,6025,6856,6276,37439,33142,41396,39653,tue,0,0,0,0,0,1,0,23.3,0.0,0.0,3.5,1.8,0,0,0,1.1276511235840334,07,0,0,0,0,0,0,1,0,0,0,0,0,5512
20190703,5669,6025,6856,40532,35665,37439,41396,wed,0,0,0,0,0,0,1,22.6,0.0,0.0,5.5,2.0,0,0,0,0.8328810404277066,07,0,0,0,0,0,0,1,0,0,0,0,0,5585
20190704,5424,5669,6025,42171,37152,40532,37439,thu,0,0,0,0,1,0,0,22.3,0.0,0.0,3.5,1.7,0,0,0,0.6300196067948414,07,0,0,0,0,0,0,1,0,0,0,0,0,4705
20190705,4473,5424,5669,40619,35787,42171,40532,fri,1,0,0,0,0,0,0,23.9,0.0,0.0,6.4,2.3,0,0,0,-0.15741395804130093,07,0,0,0,0,0,0,1,0,0,0,0,0,3775
20190706,4482,4473,5424,42085,36971,40619,42171,sat,0,0,1,0,0,0,0,23.8,0.0,0.0,6.6,3.2,1,0,1,-0.1499619053772365,07,0,0,0,0,0,0,1,0,0,0,0,0,3261
20190707,5943,4482,4473,41387,36353,42085,40619,sun,0,0,0,1,0,0,0,23.3,0.75,0.0,7.4,4.0,1,0,1,1.0597546437558907,07,0,0,0,0,0,0,1,0,0,0,0,0,3067
20190708,6132,5943,4482,41234,36212,41387,42085,mon,0,1,0,0,0,0,0,21.8,2.72,3.7,5.3,3.1,0,0,0,1.2162477497012438,07,0,0,0,0,0,0,1,0,0,0,0,0,3601
20190709,5790,6132,5943,37190,32526,41234,41387,tue,0,0,0,0,0,1,0,22.0,7.53,2.2,4.4,2.8,0,0,0,0.9330697484667952,07,0,0,0,0,0,0,1,0,0,0,0,0,4544
20190710,5214,5790,6132,39170,34319,37190,41234,wed,0,0,0,0,0,0,1,21.4,19.3,104.7,6.9,3.7,0,0,0,0.45613837796667117,07,0,0,0,0,0,0,1,0,0,0,0,0,3125
20190711,5333,5214,5790,43627,38131,39170,37190,thu,0,0,0,0,1,0,0,23.2,2.13,1.2,6.9,4.0,0,0,0,0.5546710743026343,07,0,0,0,0,0,0,1,0,0,0,0,0,4569
20190712,4824,5333,5214,40991,35783,43627,39170,fri,1,0,0,0,0,0,0,23.3,2.42,0.4,3.8,2.2,0,0,0,0.13321609585721217,07,0,0,0,0,0,0,1,0,0,0,0,0,4011
20190713,4523,4824,5333,43803,38334,40991,43627,sat,0,0,1,0,0,0,0,21.6,11.92,13.4,4.5,2.2,1,0,1,-0.11601366546316516,07,0,0,0,0,0,0,1,0,0,0,0,0,2840
20190714,7192,4523,4824,43931,38955,43803,40991,sun,0,0,0,1,0,0,0,24.2,0.0,0.0,3.7,1.8,1,0,1,2.0939339523577223,07,0,0,0,0,0,0,1,0,0,0,0,0,3599
20190715,6109,7192,4523,42186,37379,43931,43803,mon,0,1,0,0,0,0,0,24.2,0.0,0.0,4.5,2.1,0,0,0,1.1972036151153014,07,0,0,0,0,0,0,1,0,0,0,0,0,3815
